payload_commit_msg,repository_language
databinding fuck up,C#
Awesome automatic analysis tool fuck yeah!,C
Fixed some Spring-Upload shit. - Need to fix file uploading as it was removed.............................,Java
Delete bloody swps,Ruby
wtf,C++
WHO THE FUCK CAME UP WITH MAKE?,Shell
Merge pull request #212 from mikedm139/InternetArchive Internet Archive is a fucking monster,JavaScript
"submodules are too hard for some people, screw it for now.",C
Initial commit. Let's do this shit,Java
Fixed lots of shit in the CSS. FINALLY.,PHP
"bitlbee_typing_notice.pl: implement my own typing notification, because fuck you",Assembly
"editpost.php: store who edited the post and when. Those informations aren't being displayed yet because asfadfsads hardcoded shit everywhere. Relevant data has to be added to SQL queries and MakePost() has to be modified accordingly, which I'll do later on.",PHP
"Added Discovery function. It works, but still needs to be integrated in the whole shit.",C++
added crappy styling,Clojure
dumb shit,C
man screw this,JavaScript
Uhh... wtf did 7a8779f3fc6934486e2bec175d5aa760d646b976 go? Doing it again.,JavaScript
fucking loops,C++
Replace shitty report with nifty one,JavaScript
I really suck at git.,JavaScript
Readded the changes from Changelog I screwed up during the merge.,Java
"Added some of the classes from CedLib, changed some things so they could be implemented without needing eachother. I hope to keep this up, or I'll have to make a centralized part that keeps those functions, no messy everything-needs-everything :V Also need to redo the networking part because it sucked and needs async support. Like, proper async support.",C#
"fuck it, done",C++
Added a category to UIWebView to remove all that gradient crap at the top and bottom.,Objective-C
Fixed the problem of duplicate objects. Don't touch the search grammar method because if you do shit will break and this will suck,Java
Removed old crap :),Shell
"working draft of kitbuilder -quickKits works, but not validated -kits.xml works but not validated ISSUES -printer: printing crap? -Validate output",Perl
118 - Fixed the conditional on should register with lb. Screwed up the powershell -eq operator,Ruby
Fixed the hot damn comments,Ruby
Merged in the wtf-branch,Java
hovers n shit,PHP
Screwed up mobile fixes. [ci skip],Ruby
"Initial prototype, working, but ugly as hell",Java
"fixed menu, gui, some colors and enum for weapons, BITCH",Java
Merge pull request #73 from dsgh/patch-1 Use ASCII only for compatibility with crappy build scripts and frameworks,JavaScript
I PUSHED THAT SHIT FO DA 2und TIM,Python
damn dependencies,Java
test crap,Ruby
buildsystem: properly figure out deps buildsystem: rebuild if autoconf.h changes misc: merged tons of shitty code,C
for loop from hell build out,JavaScript
Optimized (screwed up?) search by making queue sorted,C++
crap,C
fuck bash,VimL
bullshit(29.4),Java
2.4 still cannot decrypt message. Pissed.,C
Arabic shit done.,JavaScript
"CS221: Tell apart real vampires and blood suckers This defines is_vampiric() to allow selected non-vampire monsters to suck blood like vampires. So far it does nothing different, since this only includes vampire bats, which don't have a life-draining bite anyway. Maybe it's used later.",C
move colon semicolon swap into after plugin to stop it getting screwed around by other plugins,VimL
Resolve WTF: Popen.communicate() returns stdout and stderr; not stdout and the exitcode. While at it log stderr Signed-off-by: Jille Timmermans <jille@karpenoktem.nl>,Python
Ugly as hell but at least it always parses the N70 Google Mobile results OK,PHP
target crap deleted,Java
"fix a scaling bug introduced a long time ago, shit shit shit",Java
"Fuck it, we´ll do it live",Ruby
* helm-files.el (helm-c-source-find-files): Fix matching crap filenames.,Emacs Lisp
* helm-files.el (helm-c-source-find-files): Fix matching crap filenames.,Emacs Lisp
Removed crappy mac files,JavaScript
Removed shitty Mac file,JavaScript
Removed aws2js as dependency of bitch,JavaScript
Merge branch 'master' of github.com:nddrylliog/crap-sql,Ruby
hopefully tied some shit together,Python
clean shit out of pasted text,JavaScript
"this is crap. doing (nth (- box_width 1) ...) always compares with the upper right! It has to be (- (length state) 2), which gives the elem above",Common Lisp
"fuckin' a, bitches",Python
Fix imperative rendering Swing is crap and so we need to do a verbose setVisible after adding elements to avoid having to alt+tab to get anything done.,Scala
Added a shit ton of comments and fixed some bad safety checks,PHP
adding a makeshift (shitty) unicode use-case.,Python
make some damn bacon,Java
make some damn bacon,Java
Mad shit,Ruby
"not doing smart shit anymore, just set the tab from settings. Fixes #689",JavaScript
fuck this,Ruby
Switched to README.rdoc completely. Formatting doesn't suck so much now.,Ruby
Wtf,JavaScript
Fuck you heroku.,Ruby
Merge pull request #1 from drayfar/master fuck git,Java
wtf,JavaScript
Revert Because I Don't Remember Why The Hell I wanted This...,C
wow wtf why does the splash screen need its own thread,Java
wtf man,Objective-C
got this shit working!!!!,Python
Completed Ex. 36 This program is laughable. If-statement hell really. What would really help is a way to save state of the player's inventory and what's in each room at any given time. What's the best way to do that?,Python
fuck you,JavaScript
"13/14 added. 14 takes 2:20 ish... still runs faster than the haskell versions on the solution site; assuming I'm fucking up the stack size rts, or my computer's just shit.",Haskell
Ajout de constantes pour police and other shit,ActionScript
well fuck,Ruby
"fixes gh-2: added ladders. They look quite crappy and the heroes behavior on them is quite crappy, but they work for now.",Lua
Update AndroidManifest to be before screwed up,Java
resubbed the login in main.py because we suck at conflict resolution,Python
Comment out de shit quelconque,ActionScript
Removed more unneeded shit from README,Ruby
WTF,Python
a failing test. damn,Go
wtf?,Scala
ITS 2 IN THE FUCKING MORNING,Java
Item6872: Show users as a list of business cards in UserList - we have do go through bloody hoops to support IE7+ to vertical align an image :-( git-svn-id: http://develop.twiki.org/svn/twiki/trunk@22847 a00a5322-12db-0310-a70b-8735589c885e,JavaScript
transparency fucked up give me a minute,Java
pretty damn close to building the correct tree,Ruby
"Merge branch 'mmaps2_beta' of https://github.com/ProjectSkyfire/SkyFireEMU into master (squashed) this fixes Issues: #436 #412 #354 #335 #284 #264 #247 and probably many more got tired of looking... thanks to those that worked on some of this, (guys at tc, and other listed in commitmsg's in mmaps2_beta) yes generic credits list im sry its 2:30AM and im tired as hell... this was first step to merging mmaps branch to master. Signed-off-by: Bootz <bootz@projectskyfire.org>",C++
Changed block width to 16 so we don't screw up on older cards,Objective-C
finally got fucking lecture lab associations to work git-svn-id: svn+ssh://scheduler.csc.calpoly.edu/repo@2596 13b268f7-8392-4c9d-bc7d-1e80a86bc2f9,Java
"updated notes, fuck markdown",Python
Remove crap,VHDL
fuck you moot,JavaScript
Database shit,C#
"4, Hell ye",C++
"fixed IO errors, make sure you have a ""lvl"" folder in the same one as our jar, otherwise it wont work for shit :)""",Java
"removing extra crap, moving page to index.html",JavaScript
I FUCKING HATE PYTHON AND ITS STUPID ANAL NO IDNENT POLICY,Python
readme shit,C++
wth,Ruby
roster: commited valid version of roster service I don't know why it was not commited in branch merge... WTF git? Signed-off-by: Rafał Malinowski <rafal.przemyslaw.malinowski@gmail.com>,C++
Removed crap JS,Ruby
wtf,JavaScript
Fuck this stupid fucking robot,Java
crude inference appears to work. gotta test. proposals suck.,Python
general tidy up of code nad shit,JavaScript
More calculation crap written.,Java
Fix bashrc shit,Perl
small shit,JavaScript
"Fucking working 42212 flight code, bitch",C
wtf spacing,Java
sample json wtf,Java
Cleanup in gameplay state and context menu shit.,C++
what the fuck?,Ruby
this bitch is working!,Ruby
Added tmux colors blah thing shit,Python
"Crap, merge attempt, hope I did this right",C++
Bumping version and attempting to fix schema cache crap,Ruby
Working on table shit,Objective-C
Added shit I forgot to commit.,PHP
"- On change listeners for EditTexts!!! - Aligned shit to the left!!! - ValuePair class!!! - Better, stronger HashMaps!!! - Exclamation points!!!",Java
wow i suck at using function right sometimes,PHP
screw IE7,JavaScript
Stop always creating forms in events show! - Added in the manual html form because I can't have the form_tag+end crap,Ruby
crap,Matlab
"spotify: port plugin loading to windows. STUPID PIECE OF SHIT, WHY DONT YOU LAUNCH IN GDB?!",C++
"not doing smart shit anymore, just set the tab from settings. Fixes #689",JavaScript
Just fixed windows IP crap,C++
Rm crap,JavaScript
Fuck Yeah! Der Scheiß läuft! FloydWarshall-Fehler wurde erkannt und behoben.,Java
"Making the transaction detail page presentable. Far from pretty, but it no longer looks like absoloute crap. I need to make the site a lot cleaner overall, now that the backend stuff is pretty well covered.",Python
Implemented basic hough algorithm wth Canny edges,Python
added script to remove annoying windows/osx filesystem shit,Lua
Crap,Ruby
total fucking derp,Python
remove damn stuff,Perl
fix damn redirect issue forn ow,Perl
Altered the initialisation of yfronts Restructured and commented out yfronts. Made a little bit progress formatting a selection without using the built in execcommand stuff as the markup it outputs is crap. Added in a tastey CSS animation for sliding in the toolbar when a contenteditable field is focussed. I also added in some logic to hide the toolbar when it is tabbed out of.,JavaScript
"re-wrote config file parsing shit, now works with comments and arbitrary whitespace. cleaned up almost everything, some things drasticly. fixed some bugs. more configurable license settings. added more comments. getters and stters now check to see if they are handling a primitive type, in which case they forgo the 'const', '&' stuff.",C++
fixed some routes n shit,Ruby
"avr: we're back in action! We made it to 0.2 Yappee! buildsystem: Implement a dumber linking algo, to avoid ANTARES_* macros getting screwed on avr buildsystem: misc fixes",C
"The fifth amendment... element... damn it, assignment!",C
get rid of some crap,VimL
WTF,Python
why won't you work you piece of crap,R
why won't you work you piece of crap,R
why won't you work you piece of crap,R
describe simple-cdd crap,C
removed damn files,Python
fuck off,Shell
WE FUCKING DID IT (for their sample graph),Python
fuck rainbow parentheses and fuck kien,VimL
fucking utouch,VimL
fucking done,Objective-C
"update version num, fucking a",Objective-C
Use csrf_token from WTForms 1.0 and Flask-WTF 0.6. Breaks compatibility with older versions of WTForms and Flask-WTF.,JavaScript
fuck the po po,Haskell
Fixed some major bugs with first integration test. Core logic works! Display is crappy.,C++
I suck at spelling,JavaScript
Upgrade CSRF for new Flask-WTF and WTForms.,Python
Upgrade for new Flask-WTF and WTForms.,JavaScript
espresso doing random shit,JavaScript
"fuck me, i commited exe",C
"fuck me, i commited exe",C
finished parsing expressions! (all this for the mere sake of skipping...wtf),C++
FUCK the GIT,C
Removed old crap,Lua
"more shit is better, right",JavaScript
added crappy GameApp class loader factory (that should be fixed by anyone who knows more about classloaders than i do),Java
Many things that I do not want to explain cause if fucking too long,Java
FUCK YEAH MARKETING COPY,JavaScript
Removed NODE_PATH crap.,VimL
see #7552 - damn confusion with Greek letters: apply `delta` instead of `gamma` patch ;-) (translation should work correctly now) git-svn-id: http://josm.openstreetmap.de/svn/trunk@5159 0c6e7542-c601-0410-84e7-c038aed88b3b,Java
Fucking flicker.,JavaScript
:set spell ... I'm a bloody moron.,C
wtf,JavaScript
fuck this,JavaScript
"made to build/compile, but something is still wrong due to DLL hell :(",C
wtf,JavaScript
Fucking ranges. Y U NO WORK?,Ruby
"removed extra slash from paths, & made tmp writable credit to huglester for the fix, sorry i suck at git merges. Fixes #2",PHP
Add hell bg.,Objective-C
WTF,R
"Parce que fuck you, 80cols.",Ruby
removing crap.,C#
Fixed the goddamned piece of shit CardTest. Extracted the RoundTracker so the Round class wasn't so goddamned big.,Java
devise get your ass out of here,Ruby
twitter bootstrap is not the same on both machines wtf?,Ruby
remove shit,JavaScript
I fucking broke it,C++
facebook shit,Ruby
Updating shit,Java
More on Bloch but lines 84 to 88 are WTF,C++
git submodule wtf,C
more audio crap,JavaScript
Music and better shit,C++
Crappy flapping animations!,Lua
"OptionalEffect is significantly fucking prettier. Seems like Printables will become their own package quite soon, or move around. That factory is fucking long as shit now.",Java
"* WebSocket server/client stuff is validated to work, holy crap!",Java
Formatted email and other shit,PHP
Fuck yeah grappple,C++
FUCK,Java
fixed a bug where the logging level would get screwed up if you increased the level past known levels,C
oxp: added omx (this shit need for complete build),Python
"I swear, this better not just randomly violate my knowledge of stack and heap crap. Signed-off-by: Robert Xu <robxu9@gmail.com>",Java
delete shit stuff,VHDL
added Access-Control-Allow-Origin by force. damn it.,Ruby
A slight refactoring and saving all 1024 chunks of a region now takes ~7 seconds instead of 60. Holy son of a crap.,C#
Hopefully got rid of crap that wasnt supposed to be committed,Python
"Removing all kind of favorite shit, adding more playlist bits in as needed, and changing wording up on various things.",Ruby
tried adding origin to req and using in http reader.. the key ends up screwed...,JavaScript
"just make the etmain and base shit compile (again, after recent changes); silence more warnings there Signed-off-by: dolcetriade <vcelestialragev@gmail.com>",C
even text seems to suck less,C
"The long-a-fucking-waited Printable overhaul. Not done yet, as the Impl's not being used anywhere yet, so .equals isn't created yet but w/e it's alright you shits.",Java
got rid of damn logs,Shell
wtf,Ruby
Merge pull request #1 from robertkluin-wf/new_stuff Adding more crap to readme.,Python
Latest. Try this shit see if it works.,Python
Crap - must find fix for block break and damage entity :| Signed-off-by: Robert Xu <robxu9@gmail.com>,Java
"Removing underrun overproduction code for accuracy of sound. Some people complain that if it cannot run fullspeed on shitty browsers, that I must allow it to have gaps in audio, rather than HLE the audio system for extra sample gen.",JavaScript
shit,C++
extend 500 1s ids ir_model hack (to boot faster) to 1000 as some users reported 500 might not be enough after migration crap,Ruby
* shit load of css changes,JavaScript
added Access-Control-Allow-Origin by force. damn it. i don't care now,Ruby
Crazy shit....,Python
Fuck GFW. Some changes failed to be pushed last week.,C
"The bulleted list in README.md is not code, so I unindented that shit.",Python
What the hell I was thinking?,JavaScript
replace with old shit with more actual one,Python
"did a bunch of worky, added shit so that it would know if there was root name change, changed to fix with the new logline outputs edited to it was running 'offline' plus a bunch of shit that needs to be refactored.",Python
<Merge> WTF did happen to the repo ? + <Annuaire> Finalisation HTML/JS,PHP
"updater_id zmienia się w przegladarce, ale nie w testach, WTF?",Ruby
"Fuck, typo",VimL
Finished writing shit,JavaScript
"i might screw up the file with authed users, so I added a check for that",Python
added a bunch of shit,JavaScript
hahah what is this shit,Haskell
Remove shadows and crap,CoffeeScript
more emacs shit,VimL
3.5mm screw terminal footprints x2 and x4,Prolog
Rename shit so it doesn't suck.,C#
Remove the pointer hell,C
"fixed civvie spawner location (what the fuck, point?), undid corpse-crawl fix because it was making physics break, fixed the dimensions/position of the demon",C#
Fucking chmod,PHP
fix damn encoding issue,Perl
fuck git Merge branch 'master' of https://github.com/EMCC/S-P-Indices-POC Conflicts: css/site.css,JavaScript
"fix bug and stuff, tired as fuck",PHP
Removed crap,PHP
Git screwed up and added code. Fixing. Signed-off-by: Robert Tully <sunstrike@azurenode.net>,Ruby
Taking out 7 year old crap,JavaScript
added more facebook shit,PHP
Update git-wtf,Ruby
"merged branch stof/autoloader_refactoring (PR #3756) Commits ------- f1f1494 Added an exception when passing an invalid object to ApcClassLoader f5cb167 [ClassLoader] Added a DebugClassLoader using composition 0e54a22 Updated the changelog eae772e [ClassLoader] Added an ApcClassLoader 4d1333f Changed the test autoloading to use the new autoloader 09850bd [ClassLoader] Added a simplified PSR-0 ClassLoader Discussion ---------- Autoloader refactoring Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: [![Build Status](https://secure.travis-ci.org/stof/symfony.png?branch=autoloader_refactoring)](http://travis-ci.org/stof/symfony) As discussed in #3623, I added a new ClassLoader instead of modifying the UniversalClassLoader, to be able to use the method names without BC concerns. The new class works the same than the composer autoloader regarding the handling of fallbacks, to be able to reuse namespace maps generated by composer. ```php <?php // autoload.php require_once __DIR__.'/vendor/symfony/class-loader/Symfony/Component/ClassLoader/ClassLoader.php'; $loader = new Symfony\Component\ClassLoader\ClassLoader(); $map = require __DIR__.'/vendor/.composer/autoload_namespaces.php'; $loader->addPrefixes($map); $loader->register(); ``` Differences with the composer class loader: - Composer's ``add`` method is named ``addPrefix`` in the Symfony ClassLoader - the methods related to the class map are removed as Symfony has a separate laoder for class maps - the ``addPrefixes`` method is added, accepting a namespace map. I also added a new ApcClassLoader which uses composition instead of inheriting from a class loader, which makes it far more easier to reuse (we could wrap a Composer autoloader with it for instance). ```php <?php $composerLoader = require __DIR__.'/vendor/.composer/autoload.php'; // no need to require the file manually as Composer already registered its autoloader $cachedLoader = new Symfony\Component\ClassLoader\ApcClassLoader('autoload.my_app', $composerLoader); $cachedLoader->register(); // unregister the Composer autoloader as we wrapped it in the ApcClassLoader $composerLoader->unregister(); ``` TODO: - refactor the Debug class loader to use composition too to be able to support different class loaders --------------------------------------------------------------------------- by fabpot at 2012-04-02T16:31:28Z Can you update the CHANGELOG and the UPGRADE file accordingly? --------------------------------------------------------------------------- by stof at 2012-04-02T16:47:43Z I added a note in the CHANGELOG. There is nothing to add in the UPGRADE file as the change is fully BC (I did not change the UniversalClassLoader at all so it can still be used). I'm working on the Debug loader right now so please wait a bit before merging --------------------------------------------------------------------------- by stof at 2012-04-02T17:12:11Z Here is a new DebugClassLoader using composition too. this way, it is able to support the UniversalClassLoader, the ApcUniversalClassLoader (without dropping the use of APC as done previously), the new ClassLoader, the new ApcClassLoader and even the composer autoloader. I'm not sure about the use of ``method_exists`` as it could break if an autoloader implements a protected ``findFile`` method (crappy PHP :cry:) but hardcoding the supported classes would be a pain and requiring an interface would make the autoloaders more difficult to use (as the interface would need to be required first) and would drop the support of the composer autoloader.",PHP
Fixed pathing screw up,JavaScript
Fix Joe's crap. (rename migration with duplicate number),Ruby
Fix Joe's crap. (rename migration with duplicate number),Ruby
"Some updates, some fixes, some crap. Signed-off-by: Ollie <dzineit@live.co.uk>",Java
Merge pull request #212 from mikedm139/InternetArchive Internet Archive is a fucking monster,JavaScript
"merged branch stof/autoloader_refactoring (PR #3756) Commits ------- f1f1494 Added an exception when passing an invalid object to ApcClassLoader f5cb167 [ClassLoader] Added a DebugClassLoader using composition 0e54a22 Updated the changelog eae772e [ClassLoader] Added an ApcClassLoader 4d1333f Changed the test autoloading to use the new autoloader 09850bd [ClassLoader] Added a simplified PSR-0 ClassLoader Discussion ---------- Autoloader refactoring Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: [![Build Status](https://secure.travis-ci.org/stof/symfony.png?branch=autoloader_refactoring)](http://travis-ci.org/stof/symfony) As discussed in #3623, I added a new ClassLoader instead of modifying the UniversalClassLoader, to be able to use the method names without BC concerns. The new class works the same than the composer autoloader regarding the handling of fallbacks, to be able to reuse namespace maps generated by composer. ```php <?php // autoload.php require_once __DIR__.'/vendor/symfony/class-loader/Symfony/Component/ClassLoader/ClassLoader.php'; $loader = new Symfony\Component\ClassLoader\ClassLoader(); $map = require __DIR__.'/vendor/.composer/autoload_namespaces.php'; $loader->addPrefixes($map); $loader->register(); ``` Differences with the composer class loader: - Composer's ``add`` method is named ``addPrefix`` in the Symfony ClassLoader - the methods related to the class map are removed as Symfony has a separate laoder for class maps - the ``addPrefixes`` method is added, accepting a namespace map. I also added a new ApcClassLoader which uses composition instead of inheriting from a class loader, which makes it far more easier to reuse (we could wrap a Composer autoloader with it for instance). ```php <?php $composerLoader = require __DIR__.'/vendor/.composer/autoload.php'; // no need to require the file manually as Composer already registered its autoloader $cachedLoader = new Symfony\Component\ClassLoader\ApcClassLoader('autoload.my_app', $composerLoader); $cachedLoader->register(); // unregister the Composer autoloader as we wrapped it in the ApcClassLoader $composerLoader->unregister(); ``` TODO: - refactor the Debug class loader to use composition too to be able to support different class loaders --------------------------------------------------------------------------- by fabpot at 2012-04-02T16:31:28Z Can you update the CHANGELOG and the UPGRADE file accordingly? --------------------------------------------------------------------------- by stof at 2012-04-02T16:47:43Z I added a note in the CHANGELOG. There is nothing to add in the UPGRADE file as the change is fully BC (I did not change the UniversalClassLoader at all so it can still be used). I'm working on the Debug loader right now so please wait a bit before merging --------------------------------------------------------------------------- by stof at 2012-04-02T17:12:11Z Here is a new DebugClassLoader using composition too. this way, it is able to support the UniversalClassLoader, the ApcUniversalClassLoader (without dropping the use of APC as done previously), the new ClassLoader, the new ApcClassLoader and even the composer autoloader. I'm not sure about the use of ``method_exists`` as it could break if an autoloader implements a protected ``findFile`` method (crappy PHP :cry:) but hardcoding the supported classes would be a pain and requiring an interface would make the autoloaders more difficult to use (as the interface would need to be required first) and would drop the support of the composer autoloader.",PHP
Fix Joe's crap. (rename migration with duplicate number),Ruby
mistyped crap,Java
Boy that was one hell of a merge!,C#
MS Word shit,Ruby
OH YOU FUCKING ASSHOLE,VimL
MS Word shit with string detection,Ruby
"work on making tests ass,still in progress",JavaScript
"alright python, let me seed with string, but dont let it work like proper seeding (results vary between computers with string but not int wtf)",Python
Rails best practices and shit,Ruby
Restructure Login page to use Bootstrap form scaffolding instead of crappy original page.,PHP
removed LocalSettings.php (how the hell it got there),JavaScript
github screwed my merge,PHP
damn branches,Ruby
Fuck,Ruby
Added more rage characters. * are you fucking kidding me * genius * so hardcore,Python
finished to neighbor selection. need to do spring constant crap,Python
Ran final test before competition. Tested the amount of discharges the robot was able to make for every permuation. FUCKING DONE. YEA. YEA. LEMONS.,C
Add support for ASS “Video Colorspace” property This property has been introduced with recent versions of Aegisub and should be taken into account if possible.,C
updated Project name in Package.json and fucked with app.js example,JavaScript
TwoComplement: remove crap,Java
removed worthless crap.,JavaScript
replace ofstream with qtextstream to avoid endl's hell(0a 0d/0a),C++
fuck. переделал.,PHP
Fixing a bloody bug,Scala
Let's try this again Screwed something up so I pulled the files down again and trying to re-commit,PHP
fuck. переделал. + destruck,PHP
"People probably keep quiet about commits like these...Looks like we have to spoof an unrooted CDMA Nexus fingerprint to the best of our ability in order to have the play market work...Francisco, im sure your country doesn't have to deal with carrier bullshit like this...Your on vodaphone no?",Shell
Merge remote-tracking branch 'wtf/master' Conflicts: Gemfile.lock,JavaScript
Make the Arabic percent independent of the slash So that changing the Latin part does not screw it up.,JavaScript
"Revert ""still pretty fucked up :)"" This reverts commit 65be6d0c08a36a0044aab0da8293ffce50b1bf8e.",Java
"I suck with NSString, don't I?",Objective-C
FUCK YOU YOU LAZY FUCK,PHP
fuck. переделал. + destruck,PHP
Shitty fix for shitty driver for shitty box ... must be remarked azboxme need this due to terrestrial tuner version,Python
- FUCKING MOOI,C#
movies year graph starts from 1962; link hover color; hell-music news 'fancy' wrapped in a table,PHP
damn markdown ... everywhere different ...,C++
shit and stuff,Objective-C
shit and stuff,Objective-C
updating style and some other crap.,JavaScript
Removed some crap.,Java
"Cleaned up some of the singleton stuff for JACKED core getInstance is preferred rather than accessing the static instance directly, to avoid unnecessary recursive crap",PHP
wtf is espressostorage. baleeted,JavaScript
Bug in GitHub…… crap… corrected,Java
Merged with Scott's broken ass branch,PHP
Merged with Scott's broken ass branch,PHP
"Changed shit, ie opacity fix added.",JavaScript
"adding a route to use overload, not tested though since my stupid computer is too old. Damn eldery.",JavaScript
it all builds now. I moved NS penalty into path.cpp so our linker wouldn't bitch at us. temp fix.,C++
"Fixed capslock, added exec_js, made custom hell theme",Python
commit that shit.,JavaScript
Huge shit ton of thoughts about CLI stuff,Python
doing funky shit with xml to json. halps boaf,PHP
markdowns suck for license files :|,Python
Fixed the problem while recreating the structures . Crap ! wasted about 6hrs figuring out the problem. Strlen(updateMessage ) was giving 1,C++
This CSS is crap.,JavaScript
got the demon input type=file from hell styled in a prototype-y way,Ruby
fuck you,Ruby
screw you,C++
"this throws errors and shit, but it plays!",JavaScript
remove crap,Emacs Lisp
"that fucking comma, it will get you every time",PHP
Put this bitch on github,Python
"Made some appearance modifications. Hot damn, this app looks sexy!",Ruby
add a sleep been some shit for stuff,Ruby
hack to point dbtools to damned typo3 to make people happy for now,JavaScript
removed the commenting from the main.lua requires. it no longer runs for me but it should for you! the db stuff is still screwed up.,C
Pulling more crap functions out of Jade and into the lib itself,JavaScript
remove lock file. wtf?,C++
"Modeling linked to UI, providing navigation between events in both directions Note: Goto time now only resets to first node of modeling. Dialog window asking about desired time need to be done Geez, how much i wanna sleep now... PoMPS is sooooo boring, expecially when you working with old shitty software like P-CAD 2006... it crashes to often on x64 system.",Java
fixed shitty bug,JavaScript
Damn md,Perl
"Wrap croak with a class method to add class name and avoid typoing ""Carp"" as ""Crap""",Perl
"modified umudbot, I can't remember what the hell I changed from last time... ALLOT\! Deal with it\!",C
fixed SDIOCommand enum naming scheme to better reflect proper shit,C
Enemies! Something is really screwed up with Photoshop. It's giving me incorrect RGB values. ~_~,Python
made it even more explicit that this shit is fucked,Java
because macs suck..,Java
wtf,Java
Host: Added a dead-band for crappy controller sticks which don't catch completely in the middle position,C
"Switch to use the StringParser, makes shit neater.",PHP
rem fucking ack-grep + add pydf,Shell
"ooops, I may have screwed up main worse than I thought. I hope this is the fully restored version. If not I bet joel can fix it.",C
Asynchronous logic my ass,JavaScript
"Profile screen rating cells now show cover image, user rating, (WHO GIVES A FUCK ABOUT AN OXFORD COMMA, NIGGAAAA?) and average rating.",Objective-C
shit,Shell
"whitespace corrections, damn spaces.",PHP
added rvm shit,Ruby
"wrong desktop, zah hell ?",Shell
Request is a bitch,JavaScript
"set the WMName to ""LG3D"" so java crap works",Lua
HELL YEAH it workz !,Python
"Merge branch 'modern' * modern: styling restyled the main menu removed the unused menu items that hover effect sucked anyway minor fixes removed an obnoxious paperclip fixed the margines removed an unused link it looks more personal this way changed the background, removed some obsolete style removed some novelty crap",Shell
merge conflict crap,Ruby
wtf fix FollowListActivity error,Java
Hell of a conflict dude!,Java
Fixed the fuck up,CoffeeScript
tuned to suck even from unfinished streams,Python
just some basic crap that is not really needed,JavaScript
Basic library search + Clickonce crap,C#
Deleting the fucking temporary files,Ruby
Everything works but the fucking layout,Java
Almost ready to render a quad. Cutting edge shit.,C++
"Use function returned by get_t() Because of Drupal's workflow, we may not have access to the regular t() function. Drupal provides get_t() function to address this issue, it just has to be used (and it's return used). Also, use the bloody url function instead of appending $base_url.",PHP
wtf,C++
Updated some visual issues to make the site suck a bit less,JavaScript
How the fuck did this work without this?,Java
Actually pretty damn functional,Python
Fixed tabs/spaces crap.,Java
damn merge borked my Tablet Tweaks. ;o,Java
Lane count support in layer 1 and 2. Fixed a bug with callback orig_addr. Fixed a bug wth clock domain code.,C++
Replaced ugly getters and setters with properties. Only fonts used in the ASS are pre-loaded now.,JavaScript
Pretty shit up,Haskell
lots of local shit being done for the 'server',JavaScript
Screwed with PID- MAH,C++
Basic data modelling This needs so much damn work,Python
adding sql gems so I can import crap from WordPress,JavaScript
wtf?,Ruby
wow and people to stopwords. fun as it was (people) when people liked/disliked people it is a really damn fuzzy keyword that is bound to give alot of false matches,Python
"Remove all unnecessary indexes & tighten column definitions The current tables only require (at the moment) indexes on uuid (for the trigger) and internal_id (for the hell of it). Equally the normal tables only need a unique compound index on uuid, current_from and current_to. Various common columns, like internal_id, can be constrained to not null and uniqueness in some cases.",Ruby
"Cleaning up FBConnect iOS SDK --Moved a bunch of strings to being static constants. This is to prevent runtime manipulation of the strings by a nefarious jerk, as well as just being cleaner in general. If you want to change any parts of the protocol, it's easy enough to find the defined constant and change it and those changes then filter down into the implemented code. I like that. --Standardized FBLoginDialogDelegate to have optional methods (both methods have a respondsToSelector before utilization, and I find it clearer to define the required & optional parts up front so that people don't guess) --Made FBDialog's have __weak delegates. This is really kind of useless unless you're using arc, but again, it's clearer. So, hell. Why not? Totall Signed-off-by: Alex C. Schaefer <alex@mellmo.com>",Objective-C
Damn you circle mask,HaXe
fixed robs crap,JavaScript
crappy turret img,JavaScript
Twofish indexs full keys with array operations. Unions are there to interface with the caller. Previous Commit spam was me trying to figure out what the hell i was doing,C
cut the crap,Erlang
very simple github start shit,PHP
updated lots of shit,Java
I screwed up...,Java
Committing a shit ton of code hell yea,C++
Ignore some more crappy Vim garbage files,Ruby
Yeah... a lot of shit here,PHP
"Rename the crap out of all these classes Part of this is to make things a bit cleaner, the other part is to fix the BaseVagrantBuilder showing up as a build step, derp",Ruby
Remove NEED_ROOT crap This patch revert patch 042d197b4d989ec64. NEED_ROOT was introduced to fix bug FS#24095. But in fact it doesn't solve it because nobody use it. The idea was to allow initscripts developper to have a check runned by every scripts which tell if scripts need to be run as root (most of them) or not (and the script check itself which part of him have to be run as root). All this to display a cute error message. I think this complexity is superfluous and let part of initscript will fail if rights are not enough. I must confess that we should have marked this bug as wontfix rather than do that. Signed-off-by: Sébastien Luttringer <seblu@seblu.net>,Shell
