payload_commit_msg,repository_language
"I decided that the sampb functions didn't make any sense either. They were annoying for me to think about doing because they would serve a niche audience that already had their data in a particular way. Otherwise using it doesn't make a terribly large amount of sense, as the overhead a developer would incur is equal to the overhead that the sampb functions incurred, making the save in memory moot to the extra cycles.",C
Removed annoying newline at the start of each prompt.,Shell
I hate this fucking language.,CoffeeScript
mad progress. like a bauss,PHP
i hate git,JavaScript
- Minor improvements to user interface and removed Libre.fm branding image. - Disabled 'love' as it was no longer functioning - aiming to fix for next release. - Removed annoying popups that occur when Libre.fm goes down.,JavaScript
Annoying bug with single quotes instead of doubles is fixed.,Shell
Fixed annoying bug with disorder of md5sum/modtime and added comparision function draft.,Shell
i hate git,C++
ctrlp: don't handle working path by default I find this annoying.,VimL
bashrc & zshrc: Don't exec tmux. I have started to find that behaviour as annoying.,Shell
aargh remove the doc/html/*.html from subversion *AGAIN* git-svn-id: https://svn.r-project.org/ESS/trunk@4805 0bbaf3bd-34e0-0310-bf65-c717079852d4,Emacs Lisp
Disable annoying pop-up dialog for MacVIM,VimL
Fixed annoying zsh cmd auto-complete,Shell
annoyed,Java
annoying,JavaScript
I hate branches so much.,VHDL
Disable annoying warnings thrown when using rst button during deletion of not present files in some cases,Matlab
Small fix to prevent annoying type size errors on some platforms,C
ARGH GIT IS DRIVING ME CRAZY,ActionScript
Fix memory leak in P2D when turning tiles on and off... ARGH,Java
Added new sky box Got rid of that annoying star thingy.,C++
fucking hate pg right now,Ruby
"Converted A tags to SPANs to prevent annoying link text in status bar, filled out InjectDetails pane more, added a lock indicator to show what Inject is currently being worked on (local only right now)",JavaScript
Merge branch 'newproject' of github.com:RileyA/STATICly-MAD into newproject,ActionScript
annoying commit github for mac makes me commit when i'm just pulling...,Objective-C
"Upgrade iOS version to 3.0.9, Add Offer Wall from valfrom branch, Fix Offer Wall (add custom Android Manifest for intent), Fix previous annoying commit fails",Objective-C
Updated gitignore to get rid of annoying ~ files created by gedit.,C
"BUGFIX: avr-gcc 4.7.0 actually cares about __progmem__ being const-only - all-time favorite C kill-a-brain-cell mistake and fix, const * const instead of const *. Never ceases to amuse me, in a very, very bitter way.",C++
"shell: de agora em diante, trabalha com logid integrado em sessionid. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>",Java
core: atribui localizaçao tambem para sessionid mestre. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
Merge branch 'newproject' of https://github.com/RileyA/STATICly-MAD into newproject,ActionScript
"hate you, mailer",JavaScript
"changed the files to ascii to eliminate the annoying warnings of non-ascii characters in the Apple copyright information. Nothing of the copyright has been changed except the encoding of some of the characters (like smart quotes and the copyright symbol has been changed to (c)) I'm not a lawyer and I don't know how a lawyer would respond, but this change is not intended to diminish or modify the content or intent of the copyright. I'm not trying to change the meaning (and I don't think I did) This change is intended only to make real warnings and errors easier to spot when compiling and to diminish noise errors like this that are caused by encoding problems.",Java
converted non-ascii characters in the license paragraph to ascii so that they no longer cause annoying errors at compile time.,Java
Add Mad Libs games,JavaScript
Merge branch 'newproject' of https://github.com/RileyA/STATICly-MAD into newproject,ActionScript
get rid of annoying sunspot_rails message,Ruby
Updated readme. Removed Annoying tab,Ruby
global helm-mode's C-x C-f is annoying,Emacs Lisp
changed animal migration i hate life,Ruby
annoying details,Python
God I hate you circle mask...wasting my time,HaXe
"Reflection and reification: Names and Symbols. - Consolidating many islands of name organization. Folds NameManglers into StdNames. Brings more of the string constants together with similar constants. Move name manipulation methods which produce TypeNames into object tpnme rather than nme. - Starting on MethodSymbolApi, ClassSymbolApi, etc so we can put sensible methods on sensible entities. This pushed into Definitions, where I pulled a whole bunch out of the api side (or at least marked my intention to do so -- too many tests use them to make them easy to remove) and on the compiler side, returned something more specific than Symbol a bunch of places. - Added a number of conveniences to Definitions to make it easier to get properly typed symbols. Note: one way in which you might notice having better typed Symbols is with Sets, which have the annoying property of inferring a type based on what they've been constructed with and then hard failing when you test for the presence of a more general type. So this: val mySet = Set(a, b) println(mySet(c)) ..goes from compiling to not compiling if a and b receive more specific types (e.g. they are MethodSymbols) and c is a Symbol or ClassSymbol or whatever. This is easily remedied on a site-by-site basis - create Set[Symbol](...) not Set(...) - but is an interesting and unfortunate consequence of type inference married to invariance. The changes to DummyMirror where things became ??? were driven by the need to lower its tax; type ""Nothing"" is a lot more forgiving about changes than is any specific symbol type.",Scala
"eliminated annoying pause before all ""clicks""",Python
Merge pull request #861 from mad-max/newstrings added new strings to German/strings.xml,C
Disable annoying alignment of TeX alignment chars,VimL
I hate long functions.,C
Merge pull request #861 from mad-max/newstrings added new strings to German/strings.xml,C
i hate myself for placing func in wrong place,JavaScript
"Any developer that uses gedit, VI/VIM, or the like, knows that ~ backup files are annoying. Added a fab command 'clean' to remedy that.",Python
"added history capability and fixed two annoying bugs (users showed up multiple times + when you had to create a ""blank"" target to save the parcour",Java
remove annoying gotoline command,JavaScript
Fix whitespace. Argh.,Java
"[Shrug] Uh, got annoyed at X11 input shit.. I guess I'll sort it later.",C
i fucking hate git,Ruby
i hate this jason crap part deux,Ruby
Removing annoying stat logger.,Python
Removing annoying stat logger.,Python
Fixed stupid bug with the PARAGRAPH_SETTING macro... god I hate macros.,Ruby
annoying,C
Changed app name to mpdroid-lite and fix the annoying reloading of cover art on rotation,Java
Improve :wsudo command and make it less annoying This new implementation was retrieved from commandlinefu[1] and prevents vim from outputting the contents of the file to stdout. Also it automatically reloads the buffer. [1] http://www.commandlinefu.com/commands/view/9425/save-a-file-you-edited-in-vim-without-the-needed-permissions Signed-off-by: Mailson Lira <mailson@gmail.com>,VimL
I hate aegir,PHP
Restricted pages Skribl works on to help fix some annoying load problems on a handful of pages (MS exchange...),JavaScript
Remove some annoying Toast messages,Java
v3.80 RC5 - Revised the Conjure X Elemental spells to avoid an extremely annoying engine bug related to probability-staggered effects - Fixes some minor glitches in Air Elemental Whirlwind targeting - Increased the duration of Natural Invisibility to prevent constant reapplying when idle,D
Trying to fix annoying image upload bug,PHP
"Argh, make light less pink :P",C
"Changing the register model. Within a block, register values are no longer stored to memory (unless they need to be because of DBG, JSR, etc.) Still todo: Get some mad phi action going, so I don't need to store / load register values across block boundaries.",Python
"Add warning for accidentally leaving page It's very annoying when I accidentally clicked on ""go back"" or ""close page"" button and my change is then lost. So I add a small piece of js code to warn me that.",PHP
"Change to avoid annoying Eclipse WTP DTD Validation Error. Strictly speaking PCDATA and CDATA in DTD are not the same... but in the Initialization XSD the name & value are declared as xsd:string, so this should be OK. Even these are even still used?",Java
"man, how I hate typos!",C
Adding new core theme: Bitter Sweet. We must maintain our killer themes!,PHP
removed annoying title attribute from details icon,JavaScript
"getCapabilities now works with area, but not with time and elevation. Also, sorry I have the compiled jar checked in, that is annoying and I will fix it later.",JavaScript
Merge branch 'master' of https://github.com/Arkania/ArkCORE I hate git. Conflicts: sql/updates/world/12_03_01_00_spell_override.sql src/server/game/Globals/ObjectMgr.cpp src/server/game/Guilds/Guild.cpp src/server/game/Spells/Auras/SpellAuras.cpp src/server/game/Spells/SpellEffects.cpp,C++
"merged branch m0ppers/master (PR #611) Commits ------- 71449e8 Remove optimization (covered by Optimization VAR_ACCESS anyway) Discussion ---------- Remove optimization (covered by Optimization VAR_ACCESS anyway) I have an own template class implementing getContext() and this one drove me completely mad after a twig upgrade. After compilation the resulting templates have: isset($context['bla']) vs. $this->getContext('bla') Changing the Name Node however didn't have any effect and i saw that due to the optimizations by the SetTemp class twig doesn't even reach the Name Node. In fact SetTemp has the isset optimization hardcoded (which is ok). I could simply fix my issue by setting optimizations to -9 (all optimizations except VAR_ACCESS). However the issue will reappear immediately when using PHP 5.4. Please remove the isset stuff from the non optimized node and let the optimization handler handle it (which i would disable in my case) --------------------------------------------------------------------------- by m0ppers at 2012-01-24T17:42:07Z some hackish script to test what i mean <?php require 'lib/Twig/Autoloader.php'; Twig_Autoloader::register(); abstract class Harxtemplate extends Twig_Template { public function getContext($context, $item, $ignoreStrictCheck = false) { if ($item == ""hans"") { return ""hund""; } else { return parent::getContext($context, $item, $ignorStrictCheck); } } } $template = <<<EOT Der {{ hans }} hat hund {% if hans %} hund {% endif %} EOT; $loader = new Twig_Loader_String(); $options = array('base_template_class' => 'Harxtemplate', // 'strict_variables' => true, // doesn't work 'debug' => true, 'optimizations' => -1, // 0 => works ); $twig = new Twig_Environment($loader, $options); echo $twig->render($template);",PHP
"Merge pull request #756 from mad-max/dvd_background added option to set background for ""playback CD/DVD"" - fixes #12783",C
"Changed Item to a component of Actor Items also have positions, so the ItemComponent only makes sense as part of an Actor. Later on it will probably be part of an entity that also has an ActorComponent. Since it was annoying to update all the places where items were created, I've introduced a function for creating and inserting items.",C++
removed annoying bells from roxterm,VimL
fixed this annoying mutex error; added missing texture parameters for framebuffers,C
"Updated gitignore Updated composer.json with Smarty export Moved base config files into /Resources/config following Symfony convention Made Framework and SmartyTemplating ""bundles"" Added BootstrapBundles for managing the bundle mappings Stripped @version (redundant) Replaced scorpio.mad with scorpioframework Fixed race condition in ControllerResolver where resolved but not cached controller mappings could not be loaded Fixed template location issue in Smarty where the resources folder could not be accessed Fixed controller site name resolver to be able to work with qualified controller names",PHP
"Set --git-ignore-new Without a top-level .gitignore, it's really annoying to work with git-buildpackage without this option. Git-Dch: Ignore",Shell
i hate our workflow getty,Perl
updated angry,C++
fixed angry output,C++
"Adressed issue #2 and added directory listing Figure() object can now handle arbitrary functions and javascript.Function has an autocall feature that will call the function after definition. This magic is brought by the new ""merge"" method in javascript.JavaScript. A caveat is that now geoms must return JavaScript objects with functions inside of them. Also, the http server now has directory listing and verbose mode (which defaults to off to stop all of the annoying ""get"" logs)",JavaScript
plot: i hate code copy-pasting :),Python
oh these are the joys of the C preprocessor. God I hate this thing!,C
Simplify a proof about division by using intLib Michael suggested that an annoying proof about division of an odd number by 2 could be done by intLib.ARITH_PROVE.,Standard ML
"Fix a rather annoying flaw in the ability API (If you don't know the player, how do you execute the event?) Signed-off-by: Robert Xu <robxu9@gmail.com>",Java
Disable some behavior that may be annoying if I've got this bot running in a channel alonside the older rudybot,Racket
remove annoying optimization,Python
argh....,FORTRAN
Stupid fix argh,JavaScript
I hate you Laurent.,C++
Removed annoying log message.,C
tasksel: remove velha herança do hibernate. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
"Merge pull request #756 from mad-max/dvd_background added option to set background for ""playback CD/DVD"" - fixes #12783",C
"Merge pull request #756 from mad-max/dvd_background added option to set background for ""playback CD/DVD"" - fixes #12783",C
remove annoying folder,JavaScript
"aargh, always stupid mistakes",Perl
WHY WONT THIS WORK ARGH,C
"rtos: fix segfault in FreeRTOS handling When gdb loads an elf file of a newer or older version of the firmware being debugged, or when the firmware is not running yet, there's a high probability of FreeRTOS variables to be read incorrectly, thus leading to an attempt to allocate an enourmous amount of memory. Without this check OpenOCD simply crashes and that's mad confusing. Change-Id: I404a072e886d2d47d9d942cfaea8417eb8bd4a5d Signed-off-by: Paul Fertser <fercerpav@gmail.com> Reviewed-on: http://openocd.zylin.com/520 Tested-by: jenkins Reviewed-by: Spencer Oliver <spen@spen-soft.co.uk>",C
"added fucken flash. hate you adobe, cheers",VimL
argh,Ruby
Set highlight color to something less annoying than red thanks beakr@ninjanizr.com!,VimL
I hate it when all the braces are closed on a single line.,Ruby
I fucking hate Maven's release plugin,Java
I hate things,Java
Deleted annoying .py~ from repo,Python
argh,C++
I HATE IGNOREWORLDS NOW... THIS SHOULD WORK lol,Java
"merged branch arnapou/2.0 (PR #3610) Commits ------- fbed9ff Update src/Symfony/Component/HttpKernel/HttpCache/HttpCache.php Discussion ---------- Branch 2.0 - Correct bad HttpCache behaviour when waiting for unlock. I read the class Symfony\Component\HttpKernel\HttpCache\HttpCache and I found something which looks like a bug lines 518-520 (in lock method) : $wait = 0; while (is_file($lock) && $wait < 5000000) { usleep($wait += 50000); } This code can wait at maximum 50000+100000+150000+.... 4950000 µs = more than 250 seconds ! I corrected like that : $wait = 0; while (is_file($lock) && $wait < 5000000) { usleep(50000); $wait += 50000 } This code will wait 5 sec maximum. This is more coherent if we read the following lines of this method. --------------------------------------------------------------------------- by arnapou at 2012-03-15T20:09:13Z Hope I succeded to do a correct PR. One hour of manipulation in Github for 2 lines of code let me a bitter taste on the tongue... I was closed to tell you ""Do It Yourself"" ... what a waste of time... This interface is not obvious, even if we had already worked on svn/git on *nix.",PHP
Fixed a verry annoying Map Alignation Bug Previously the Map was aligned on the left side of the screen it it was bigger than the viewport,C++
I HATE ANDROID HOOHOOHAHAHAHAHA (Issue #39),Java
I HATE ANDROID HOOHOOHAHAHAHAHA (Issue #39),Java
I HATE ANDROID HOOHOOHAHAHAHAHA (Issue #39),Java
Because I hate writing out page_size...,Python
Selectable item list + inventory gui + equipment fixing Removed annoying overlay debug info,Java
Remove virtualedit=onemore - its more annoying than useful these days,VimL
"Null <: Ref m; first TreeNode example! added null :: Null axiom to theory. alternatively, could have added __null : tyNull to the initial type environment and desugared null to __null. refrigeration ops on this slightly annoying because it isn't a JS lvalue.",OCaml
"AIThreadSafe* update. Updated/added documentation. Removed AIThreadSafeWindowsHack that annoyed me (fix your compiler). Don't use 'static' in anonymous namespace. Use the AIThreadSafe*DC variants for default constructed objects, as opposed to the AITHREADSAFE* macro's.",C++
"Use LIST instead of VALUES to get rid of annoying warning. See commit for explanation. In the current haskell-mode.el there is: (eval-when-compile ;; Emacs 21 defines `values' as a (run-time) alias for list. ;; Don't maerge this with the pervious clause. (if (string-match ""values"" (pp (byte-compile (lambda () (values t))))) (defsubst values (&rest values) values))) Which brings up an annoying buffer in Emacs 23.3.1 stating “Warning: Function `values' from cl package called at runtime”, the reason being that functions from the CL package are deprecated in some way at RMS's hand. At any rate, the use of VALUES is only for MULTIPLE-VALUE-BIND in one function, in one use in the whole file and project. In actuality, MULTIPLE-VALUE-BIND accepts a list as its input form, therefore we can use LIST rather than VALUES with it, and VALUES is redundant and we avoid this whole warning and mess. I've tested this only on Emacs 23.3.1, but I'm fairly confident that the behaviour of MULTIPLE-VALUE-BIND with lists is quite old and reliable. If there are any problems with it bugs should be reported and we can address, but otherwise this seems like a fine change.",Emacs Lisp
"Use 1000 iterations for the to-raw-and-back test. The to-raw-and-back test has a lot of ground to cover, since there are several different frame types. The default of 100 tests seems a little skimpy. After poking around for a bit, I've found how to change the default: using test-framework's 'plusTestOptions' function. The only oddity was figuring out how to use the TestOptions type; what was confusing and at first a little annoying is the lack of a set of default TestOptions. However, TestOptions is just a type synonym for TestOptions Maybe where each of the fields in TestOptions f is wrapped with an 'f'. Further, TestOptions = TestOptions' Maybe is an instance of Monoid, where 'mempty' is a TestOptions value with Nothing in every field. You can override the number of generated tests by using mempty { topt_maximum_generated_tests = Just 1000 } With this change, the to-raw-frame-and-back test now runs for 1000 iterations instead of the default 100. I've run the full set of tests for over 100 times without any failures.",Haskell
tasksel: implementa chamada de programas por nome de tarefa. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
Removing those annoying warnings about Step_index and Step_line,Java
"Now uses pyaudio/mad rather than pygame, fade removed",Python
I guess I'll keep the META files in the git repo. We'll see if this way is less annoying.,Perl
"More changes, I hate CSS",Python
tasksel: gera modelos automaticamente se não estiverem criados. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
Merge pull request #1 from j2sol/master I really hate how github does this crap,JavaScript
"src/common.c: parse_value: Strip trailing whitespace before parsing. This hopefully avoids the annoying ""trailing garbage"" message when the buffer only contains a newline or space at the end.",C
"src/common.c: parse_value: Strip trailing whitespace before parsing. This hopefully avoids the annoying ""trailing garbage"" message when the buffer only contains a newline or space at the end.",C
white space utils so ppl at work stop hating me,Shell
"GRADLE-1974, GRADLE-2123, GRADLE-1707. Eclipse wtp container & deployable dependencies. Simplified things around the container and tweaked how dependencies are marked in the .classpath. As we find out more about the wtp stuff I needed to rework the behavior I added yesterday. The fixes should also eliminate some annoying warnings we have when gradle project is imported to eclipse.",Java
"Makefile: Change the default compiler from ""gcc"" to ""cc"" Ever since the very first commit to git.git we've been setting CC to ""gcc"". Presumably this is behavior that Linus copied from the Linux Makefile. However unlike Linux Git is written in ANSI C and supports a multitude of compilers, including Clang, Sun Studio, xlc etc. On my Linux box ""cc"" is a symlink to clang, and on a Solaris box I have access to ""cc"" is Sun Studio's CC. Both of these are perfectly capable of compiling Git, and it's annoying to have to specify CC=cc on the command-line when compiling Git when that's the default behavior of most other portable programs. So change the default to ""cc"". Users who want to compile with GCC can still add ""CC=gcc"" to the make(1) command-line, but those users who don't have GCC as their ""cc"" will see expected behavior, and as a bonus we'll be more likely to smoke out new compilation warnings from our distributors since they'll me using a more varied set of compilers by default. Signed-off-by: Ævar Arnfjörð Bjarmason <avarab@gmail.com> Signed-off-by: Junio C Hamano <gitster@pobox.com>",C
"abbrev-mode is annoying, added irc for rails-contrib and chromium.",Emacs Lisp
"Take read-only date setting of QofBook into account (no pun intended) when entering transaction into accounts. The code will silently revert the entered date to the threshold and just not allow any older date to be entered. I wonder whether we can display some useful error message additionally, but unfortunately I didn't find the place in the code where one single error message would have resulted, only places where multiply (annoying) error messages would have resulted. git-svn-id: svn+ssh://svn.gnucash.org/repo/gnucash/trunk@22124 57a11ea4-9604-0410-9ed3-97b8803252fd",C
only require argh & yaml when using the watchmedo (run) script,Python
"ipcs: allow connections only after all services are ready this fixes a rather annoying race condition at startup where a client connects to corosync ""too fast"" before the service is ready to operate and client gets some random data during initialization phase. With this fix, we allow connections to ipc only after the main engine is operational and configured (and after the first totem transition). Signed-off-by: Fabio M. Di Nitto <fdinitto@redhat.com> Reviewed-by: Angus Salkeld <asalkeld@redhat.com>",C
"removed hashchange event for simpler window.location.replace, so that each slide doesn't create a separate history entry (annoying!) TODO: maybe have clicked slides add history state?",JavaScript
* Fixed benchmarks to run w/new version of data store. * Added [] and []= metods to OpenStruct to allow store[key] as well as store.key * Removed rdocs from git. too annoying. * Added Rubis::VERSION in lib/version.rb * Updated gemspec to install 'binaries'.,Ruby
Merge pull request #3 from raszi/master fork perl only once if displaying a mad file,Shell
I hate Steven.,PHP
"[QA] Help text for argh's arguments shouldn't be capitalised. The default argh help strings aren't, so this is a better match.",Python
run headless (stops annoying app popping up in dock on macos x),JavaScript
Strip annoying ^M windows linefeed codes,Perl
Strip annoying ^M windows linefeed codes,Perl
Stupid MS IE7 bug ARGH,Python
WHAT DID I DO? I DUN REMEMBER ARGH,Python
"Revert ""use rvm's contrib prompt stuff if installed"" Too much text, too much angry fruit salad. This reverts commit 85a5616b6b91e0fee11246245a97b7fdb33e43a1.",Shell
Fix annoying bug where $(document).ready() seemed to be getting called before font was loaded,JavaScript
I hate bundler,Ruby
adding annoying missing Y command,VimL
Argh.... zombies!,JavaScript
"submodule-include a copy of blacklight-jetty... (submodule are annoying, but they seem to work here well enough.. maybe in the future, jettywrapper will include a rake task to deploy a jetty for testing?)",Ruby
I hate this.,C++
#1: progress on the highcharts stuff - fuck I hate javascript,JavaScript
"Cleanup - Fix Server exit on bad message from Client - remove proguard ??? file - Rename makeHeader->WavHeader - Remove annoying log statements, unify tags",C++
I hate forms. This is probably about as good as I'm getting it.,Ruby
"Removed default syntax on and placed it in individual syntax files, as it was annoying when editing text/markdown",VimL
hating php,PHP
"Fix slightly annoying file finder when in svn projects because svn projects have a .svn in each folder, it searches from those folders instead of from the root of the project which is pretty much always more useful.",VimL
"""fake Unix"" strikes again... The fix is easy enough, but I hate having to code work-arounds for proprietary OSs when the same code works fine on Linux and BSD. /me wisely avoids words like posix in his rant ;-) Thanks to Franck Zoccolo for help in finding what the problem was and when and why it occurred. ---- Someday there will be some issue that requires a fix with significant code change (or worse, a change that is incompatible with Linux), and I will probably refuse. Of course, I will be properly regretful about my inability to fix it.[1]",Perl
I hate SIMD,C++
"e730: Ignore EVENT_SIM_NETWORK_LOCKED events The fix for the SIM card PIN locks is causing occasional EVENT_SIM_NETWORK_LOCKED events, which are harmless but annoying. Disable them entirely. Change-Id: I97df591d81b8826e066a4023cceab2ee2e10c121",Shell
Long history on --status is kinda annoying,Shell
"Got rid of boxes in typing when shift is pressed. Cleared up some problems with enter key. If key is ""CODED"" it basically gets ignored as far as that it doesn't make one of those annoying boxes.",Java
i hate you,Ruby
"Fixed the camera class and an annoying bug. Added a ""Texture Camera"" for viewing volumetric data. Other little things.",Objective-C
why am i always thinking svn tonight *argh*,Puppet
Merge branch 'master' of github.com:RileyA/STATICly-MAD,ActionScript
Merge pull request #10 from jezdez/master Stop an annoying DeprecationWarning to show up,Python
angry at world/life/everything,Ruby
"Very angry, cluster not working, don't know why…",Prolog
Merge branch 'master' of github.com:RileyA/STATICly-MAD,ActionScript
Merge branch 'newproject' of github.com:RileyA/STATICly-MAD,ActionScript
"Revert 6bar signal, seems to hate the rom!",Java
"SQLLite database song insert and select is working now, event list is clickable, playlist songs have love /hate (doesn't do anything yet), it's now possible to so add a song to the list. There's not unique song check yet",Ruby
Fixed annoying title bug,JavaScript
ob is getting a bit annoying with this stuff,CoffeeScript
I hate the github markdown.,Python
argh.....,Go
win_py2exe: back to executables to avoid annoying batch file termination prompts.,C
"argh, callback",JavaScript
Merge branch 'master' of github.com:RileyA/STATICly-MAD,ActionScript
"Added DLLs to let win32 work msvcp100.dll, msvcp100d.dll, and msvcr100d.dll are required for it to run on win32, and it's getting annoying putting them in manually.",Lua
"Call me anal, but I hate redundant newlines.",Ruby
Argh,Ruby
"Fixes for clang and VS2010 compilation Fixes to prevent an error with compilation when using clang, and to silence a bunch of annoying visual studio warnings.",C++
don't auto-escape quotes in js2-mode (so annoying),Emacs Lisp
shell: define isolaçao da transaçao como READ_COMMITTED. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
Argh more README,Ruby
I hate Python packaging,Python
annoying webkit user-select bug fixed,Ruby
Merge branch 'integration' of https://github.com/codjo-sandbox/codjo-mad into integration,Java
typo (argh!),JavaScript
Remove the really annoying warning about the invalid bundleidentifier,Objective-C
"Hate passive voice, and writing in 2nd person",Shell
CrazyLogin: i hate char encodings,Java
all: converte todas as aplicaçoes para utilizarem valores convertidos em InputComponent. Signed-off-by: Francisco Prates <mad.kanie@gmail.com>,Java
Re-commit of 1.0 to shut Git up. The file hasn't changed. Git's just being annoying.,Shell
Add module/require/etc. to each context and set global exec to default to make it less annoying to deal with includes. Set node-ffi and clipboard to optional dependencies. Update the putty exe to a modified one that supports ctrl and shift arrow key bindings.,JavaScript
"add type=""text/css"" to all our link tags so Unicorn will hate us less",JavaScript
"Replace electric-pair-mode with autopair-mode To make this work without any issues, I also had to switch from delete-selection-mode to cua-mode, disabling a number of cua-mode's default keybindings which just annoyed me. Read the comment in behavior.el for more details.",Emacs Lisp
LaTeX generation bug fix attempt; Disabled annoying mustmatch option in search,Python
DOC Believe it or not - this fixes the annoying sphinx error. And don't dare to abbreviate singular value decomposition with svd. Sphinx does not approve of that.,C
so annoying,R
"few more tabstops, hate github",Shell
"Feature : Volume adjust sound preference 1/2 Adjusting the volume makes a nice ""boing"" sound Personally I find this annoying This patch makes this a preference in Settings | Sound Volume adjust sound Play sound when adjusting volume with hard keys The Checkbox is defaulted to ON (1 in defaults.xml) Look for 2/2 for the Settings, Sound Panel Change Change-Id: Iad89a0c49288094e21824aa9c9e1bf98c29cfec3 Conflicts: core/java/android/provider/Settings.java packages/SettingsProvider/src/com/android/providers/settings/DatabaseHelper.java",Java
removed annoying maven warnings about missing plugin versions,JavaScript
Fix annoying whitespaces at EOL,C
Removed annoying messages in ArgumentParser Signed-off-by: Cestmir Houska <czestmyr@gmail.com>,Java
fixed annoying alerts Thanks a lot Margaret!!!!! haha :'(,Python
"Make FindIce only look for Ice once. It was looking for it every time a CMakeList.txt file referenced it, which is annoying.",C++
"Check array bounds in menu tree before checking whether menu item is in path Before checking whether an menu item is in the path, first check whether there is an item at that array index to avoid many non-fatal (but annoying) ""Undefined offset"" notices",PHP
Srsly why is there no argh,VimL
I hate pg,Ruby
"Added a target ot the fork me on github, because if you click it by mistake (since it's a fairly big region), and lose your history, you might be really angry.",JavaScript
"buffed mines, fixed annoying sysout",Java
added email formatting and annoying large buttons,JavaScript
Change to make Angry smiley parse correctly.,Perl
removed annoying message,Java
boy do I hate these fucking things,C++
"- Fix the annoying ""rooted player"" bug",C++
I hate writing docs ...,C#
wierd bug with the text area offseting when it is brought into focus (super annoying),JavaScript
This is BROKEN! hate APIs v3,Ruby
"Update .gitignore to be way better! Just one python file now that's installation-specific. No more custom annoying settings.py, etc.",JavaScript
"Updated CMakeLists.txt to create a documentation build target Finished up the sphinx documentation, updated the configuration file to generate the necessary targets (build and install). Also 'finalized' the documentation. Luckily, it's very simple, and while the tutorial still needs work (it makes MANY assumptions), it shouldn't be too hard to fix up properly. I'm also going to look into allowing the pip install stuff to simply install from the 'global' site-packages, because if someone has to download sphinx-build every time, that could get annoying :P",C++
another annoying correction for fb,JavaScript
Merge branch 'newproject' of github.com:RileyA/STATICly-MAD into newproject,ActionScript
Merge branch 'newproject' of github.com:RileyA/STATICly-MAD into newproject,ActionScript
Merge branch 'newproject' of github.com:RileyA/STATICly-MAD into newproject,ActionScript
Merge branch 'newproject' of github.com:RileyA/STATICly-MAD into newproject,ActionScript
Merge branch 'newproject' of github.com:RileyA/STATICly-MAD into newproject,ActionScript
Merge branch 'newproject' of github.com:RileyA/STATICly-MAD into newproject,ActionScript
fixed a very annoying bug where firefox would eat all the keystrokes if a particular part of the code editor was clicked,JavaScript
Merge branch 'action-example' ShareKit example without all that annoying deleting,Objective-C
i hate .md file,PHP
Aargh,Tcl
Added annoying array bug. Needs other branch fixes,C
"Set our display mode before creating the display. Otherwise we get annoying flashing as LWJGL creates a full screen window and then we resize it to a small 640x480 window. We may want some way of deferring the creation of the display until after Game.init() has been called so that we can create the window at the game's desired size from the beginning, but I'll deal with that later.",Java
"Removed comments, no one comments on a page. Also removed admin edit link, annoying when trying to build & style a site.",PHP
Fixed all the annoying package issues,JavaScript
markdown #hate,PHP
typing abc was getting annoying,JavaScript
let the life hating commence.,PHP
Annoying incron does not understand spaces in rule string… Bah!,Shell
I hate this stupid page.,C#
Merge branch 'newproject' of git://github.com/RileyA/STATICly-MAD,ActionScript
"Lots of final art is in place, Physics seem to work wonderfully, new Cutscene feature implemented, Angry Birds intro in place, new plank textures. The game is now in a fully working state (bug testing aside).",C++
"Ok, 1.8.7, you're annoying me now. Fix for stray node creation in spec.",Ruby
"Remove annoying comments, added useful comments =)",JavaScript
Removed the mouse mode; quite annoying actually,VimL
update Factory calls and Gemfile entry for cucumber-rails to get rid of annoying depreciation/warning messages.,Ruby
supertab annoyed me,VimL
i hate heroku,Ruby
Disable annoying transition effects in picture browser,JavaScript
Disable annoying transition effects in picture browser,JavaScript
Removed printed stack trace from remote client/server errors. Just annoying when client hangs retrying and does not provide any real value since they are the same every time. Signed-off-by: Jonas Bonér <jonas@jonasboner.com>,Scala
Merge branch 'feat/amd64_keywording' * feat/amd64_keywording: webcolors-1.4 keyworded amd64. flake8-1.1 keyworded amd64. misaka-1.0.1 keyworded amd64. argh-0.15.0 keyworded amd64. six-1.1.0 keyworded amd64.,Python
fix annoying rails 3.2.x deprecation,Ruby
"Got mad, removed everything from top-level file.",C
fixed controller test. removed annoying sql statements,Groovy
1.5.0.4. getting angry with chrome here.,JavaScript
"Removing all CSS/image corners. These would be way too annoying to change, so we'll go with a CSS3 solution that still looks nice in < IE9",PHP
fuck i hate this,C
"Seemed to have fixed the issue. spu_rlqw doesnt work properly (seems to not support float properly, resulted in insane value). Does IBM hate float? Also, no idea how every thing so far seemed to work. Anyways, doing to rotate manually for now, since there is no vec_perm equivalent on spu",C
Changed validation error to come up in the console instead of an annoying popup.,PHP
